query_id,query_length,cdd_id,hit_id,evalue,startQ,endQ,frame,description,superkingdom,no rank,family,genus,project
I1-2_10,2539,pfam00978,gnl|CDD|250270,5.54E-55,641,1549,2,"pfam00978, RdRP_2, RNA dependent RNA polymerase.  This family may represent an RNA dependent RNA polymerase. The family also contains the following proteins: 2A protein from bromoviruses putative RNA dependent RNA polymerase from tobamoviruses Non structural polyprotein from togaviruses.",Viruses(1.00);,ssRNA viruses(1.00);,Bromoviridae(0.31);Virgaviridae(0.29);Togaviridae(0.20);Closteroviridae(0.14);(0.03);,Alphavirus(0.20);Tobamovirus(0.11);Cucumovirus(0.09);Bromovirus(0.09);Ilarvirus(0.09);,Inviceb4
I1-2_10,2539,pfam01443,gnl|CDD|307550,8.73E-44,1913,2500,2,"pfam01443, Viral_helicase1, Viral (Superfamily 1) RNA helicase.  Helicase activity for this family has been demonstrated and NTPase activity. This helicase has multiple roles at different stages of viral RNA replication, as dissected by mutational analysis.",Viruses(1.00);,ssRNA viruses(0.99);unclassified viruses(0.01);,Alphaflexiviridae(0.36);Virgaviridae(0.24);Betaflexiviridae(0.15);Tymoviridae(0.10);Bromoviridae(0.07);,Potexvirus(0.26);Allexivirus(0.10);Carlavirus(0.08);Tymovirus(0.08);Tobamovirus(0.08);,Inviceb4
I1-2_100,1441,pfam01189,gnl|CDD|279522,5.19E-80,722,1354,2,"pfam01189, Methyltr_RsmB-F, 16S rRNA methyltransferase RsmB/F.  This is the catalytic core of this SAM-dependent 16S ribosomal methyltransferase RsmB/F enzyme. There is a catalytic cysteine residue at 180 in UniProtKB:Q5SII2, with another highly conserved cysteine at residue 230. It methylates the C(5) position of cytosine 2870 (m5C2870) in 25S rRNA.",Bacteria(0.67);Eukaryota(0.33);,(1.00);,Coxiellaceae(0.17);Saccharomycetaceae(0.17);Mycobacteriaceae(0.17);Merismopediaceae(0.17);Pasteurellaceae(0.17);,Saccharomyces(0.17);Mycobacterium(0.17);Coxiella(0.17);Homo(0.17);Synechocystis(0.17);,Inviceb4
I1-2_100,1441,pfam17125,gnl|CDD|319144,3.23E-08,488,712,2,"pfam17125, Methyltr_RsmF_N, N-terminal domain of 16S rRNA methyltransferase RsmF.  This is the N-terminal domain of the RsmF methyl transferase. RsmF is a multi-site-specific methyltransferase that is responsible for the synthesis of three modifications on cytidines in 16S ribosomal RNA. The N-terminus is critical for stabilizing the catalytic core of the enzyme.",Bacteria(0.98);Archaea(0.02);,(1.00);,Lachnospiraceae(0.14);(0.11);Clostridiaceae(0.09);Bacteroidaceae(0.09);Prevotellaceae(0.05);,(0.12);Clostridium(0.09);Bacteroides(0.09);Prevotella(0.05);Streptococcus(0.04);,Inviceb4
I1-2_1000,708,pfam00069,gnl|CDD|306557,3.14E-66,144,701,-2,"pfam00069, Pkinase, Protein kinase domain.  ",Eukaryota(1.00);,(1.00);,Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);,Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);,Inviceb4
I1-2_1001,707,pfam03094,gnl|CDD|308618,2.23E-124,3,686,-1,"pfam03094, Mlo, Mlo family.  A family of plant integral membrane proteins, first discovered in barley. Mutants lacking wild-type Mlo proteins show broad spectrum resistance to the powdery mildew fungus, and dysregulated cell death control, with spontaneous cell death in response to developmental or abiotic stimuli. Thus wild-type Mlo proteins are thought to be inhibitors of cell death whose deficiency lowers the threshold required to trigger the cascade of events that result in plant cell death. Mlo proteins are localized in the plasma membrane and possess seven transmembrane regions; thus the Mlo family is the only major higher plant family to possess 7 transmembrane domains. It has been suggested that Mlo proteins function as G-protein coupled receptors in plants; however the molecular and biological functions of Mlo proteins remain to be fully determined.",Eukaryota(1.00);,(1.00);,Brassicaceae(0.23);Fabaceae(0.17);Musaceae(0.12);Salicaceae(0.12);Vitaceae(0.10);,Glycine(0.17);Arabidopsis(0.15);Populus(0.12);Musa(0.12);Vitis(0.10);,Inviceb4
I1-2_1002,706,pfam01048,gnl|CDD|307268,4.66E-20,107,703,2,"pfam01048, PNP_UDP_1, Phosphorylase superfamily.  Members of this family include: purine nucleoside phosphorylase (PNP) Uridine phosphorylase (UdRPase) 5'-methylthioadenosine phosphorylase (MTA phosphorylase).",Bacteria(0.74);Eukaryota(0.20);Archaea(0.06);,(1.00);,Geobacteraceae(0.05);(0.04);Ruminococcaceae(0.04);Trichomonadidae(0.04);Hexamitidae(0.04);,Geobacter(0.05);Giardia(0.04);Trichomonas(0.04);Ruminiclostridium(0.04);Caenorhabditis(0.02);,Inviceb4
I1-2_1003,706,pfam10433,gnl|CDD|313627,3.98E-34,1,423,-2,"pfam10433, MMS1_N, Mono-functional DNA-alkylating methyl methanesulfonate N-term.  MMS1 is a protein that protects against replication-dependent DNA damage in Saccharomyces cerevisiae. MMS1 belongs to the DDB1 family of cullin 4 adaptors and the two proteins are homologous. MMS1 bridges the interaction of MMS22 and Crt10 with Cul8/Rtt101. Cul8/Rtt101 is a cullin protein involved in the regulation of DNA replication subsequent to DNA damage. The N-terminal region of MMS1 and the C-terminal of MMS22 are required for the the MMS1-MMS22 interaction. The human HIV-1 virion-associated protein Vpr assembles with DDB1 through interaction with DCAF1 (chromatin assembly factor) to form an E3 ubiquitin ligase that targets cellular substrates for proteasome-mediated degradation and subsequent G2 arrest.",Eukaryota(1.00);,(1.00);,(0.09);Aspergillaceae(0.07);Mycosphaerellaceae(0.06);Debaryomycetaceae(0.04);Glomerellaceae(0.03);,Aspergillus(0.05);Colletotrichum(0.03);Dictyostelium(0.03);Fusarium(0.02);Penicillium(0.02);,Inviceb4
I1-2_1004,706,pfam01634,gnl|CDD|307661,9.23E-52,65,598,2,"pfam01634, HisG, ATP phosphoribosyltransferase.  ",Bacteria(0.76);Eukaryota(0.13);Archaea(0.10);,(1.00);,(0.06);Clostridiaceae(0.02);Flavobacteriaceae(0.02);Spirochaetaceae(0.01);Corynebacteriaceae(0.01);,(0.03);Clostridium(0.02);Corynebacterium(0.01);Prevotella(0.01);,Inviceb4
I1-2_1005,705,pfam13649,gnl|CDD|316196,2.40E-07,284,430,-3,"pfam13649, Methyltransf_25, Methyltransferase domain.  This family appears to be a methyltransferase domain.",Bacteria(0.70);Eukaryota(0.17);Archaea(0.13);,(1.00);,Burkholderiaceae(0.11);Bacillaceae(0.06);Enterococcaceae(0.05);Thermococcaceae(0.05);Cyanothecaceae(0.05);,Ralstonia(0.06);Bacillus(0.06);Thermococcus(0.05);Enterococcus(0.05);Cyanothece(0.05);,Inviceb4
I1-2_1006,no_hit,,,,,,,,,,,,Inviceb4
I1-2_1007,705,pfam01486,gnl|CDD|307575,4.54E-32,171,431,3,"pfam01486, K-box, K-box region.  The K-box region is commonly found associated with SRF-type transcription factors see pfam00319. The K-box is a possible coiled-coil structure. Possible role in multimer formation.",Eukaryota(1.00);,(1.00);,Poaceae(0.26);Musaceae(0.13);Brassicaceae(0.12);Solanaceae(0.12);Fabaceae(0.10);,Musa(0.13);Solanum(0.12);Glycine(0.10);Oryza(0.09);Vitis(0.08);,Inviceb4
I1-2_1007,705,pfam00319,gnl|CDD|306762,5.28E-13,3,92,3,"pfam00319, SRF-TF, SRF-type transcription factor (DNA-binding and dimerisation domain).  ",Eukaryota(1.00);,(1.00);,Poaceae(0.25);Brassicaceae(0.15);Solanaceae(0.12);Salicaceae(0.06);Fabaceae(0.06);,Solanum(0.11);Brassica(0.08);Arabidopsis(0.07);Oryza(0.07);Glycine(0.06);,Inviceb4
I1-2_1008,705,pfam03874,gnl|CDD|309120,6.06E-31,179,508,2,"pfam03874, RNA_pol_Rpb4, RNA polymerase Rpb4.  This family includes the Rpb4 protein. This family also includes C17 (aka CGRP-RCP) is an essential subunit of RNA polymerase III. C17 forms a subcomplex with C25 which is likely to be the counterpart of subcomplex Rpb4/7 in Pol II.",Eukaryota(0.88);Archaea(0.12);,(1.00);,Saccharomycetaceae(0.19);Debaryomycetaceae(0.17);Bathycoccaceae(0.05);Plasmodiidae(0.05);Sordariaceae(0.05);,Debaryomyces(0.05);Meyerozyma(0.05);Plasmodium(0.05);Kluyveromyces(0.05);Neurospora(0.05);,Inviceb4
I1-2_1009,704,pfam00226,gnl|CDD|306689,8.08E-16,114,290,3,"pfam00226, DnaJ, DnaJ domain.  DnaJ domains (J-domains) are associated with hsp70 heat-shock system and it is thought that this domain mediates the interaction. DnaJ-domain is therefore part of a chaperone (protein folding) system. The T-antigens, although not in Prosite are confirmed as DnaJ containing domains from literature.",Eukaryota(0.72);Bacteria(0.26);Archaea(0.01);,(1.00);,Brassicaceae(0.15);Drosophilidae(0.12);Schizosaccharomycetaceae(0.08);Rhabditidae(0.08);Saccharomycetaceae(0.07);,Arabidopsis(0.15);Drosophila(0.12);Schizosaccharomyces(0.08);Caenorhabditis(0.08);Saccharomyces(0.07);,Inviceb4
I1-2_101,1441,pfam05879,gnl|CDD|310458,0,2,1195,-1,"pfam05879, RHD3, Root hair defective 3 GTP-binding protein (RHD3).  This family consists of several eukaryotic root hair defective 3 like GTP-binding proteins. It has been speculated that the RHD3 protein is a member of a novel class of GTP-binding proteins that is widespread in eukaryotes and required for regulated cell enlargement. The family also contains the homologous yeast synthetic enhancement of YOP1 (SEY1) protein which is involved in membrane trafficking.",Eukaryota(1.00);,(1.00);,Brassicaceae(0.38);Debaryomycetaceae(0.12);Aspergillaceae(0.12);Saccharomycetaceae(0.12);Sordariaceae(0.12);,Arabidopsis(0.38);Saccharomyces(0.12);Candida(0.12);Schizosaccharomyces(0.12);Aspergillus(0.12);,Inviceb4
I1-2_1011,704,pfam01373,gnl|CDD|307503,2.93E-91,5,700,-2,"pfam01373, Glyco_hydro_14, Glycosyl hydrolase family 14.  This family are beta amylases.",Bacteria(0.67);Eukaryota(0.33);,(1.00);,Paenibacillaceae(0.33);Bacillaceae(0.33);Brassicaceae(0.33);,Paenibacillus(0.33);Arabidopsis(0.33);Bacillus(0.33);,Inviceb4
I1-2_1012,704,pfam02348,gnl|CDD|308132,3.11E-65,10,666,1,"pfam02348, CTP_transf_3, Cytidylyltransferase.  This family consists of two main Cytidylyltransferase activities: 1) 3-deoxy-manno-octulosonate cytidylyltransferase,, EC:2.7.7.38 catalyzing the reaction:- CTP + 3-deoxy-D-manno-octulosonate <=> diphosphate + CMP-3-deoxy-D-manno-octulosonate, 2) acylneuraminate cytidylyltransferase EC:2.7.7.43, catalyzing the reaction:- CTP + N-acylneuraminate <=> diphosphate + CMP-N-acylneuraminate. NeuAc cytydilyltransferase of Mannheimia haemolytica has been characterized describing kinetics and regulation by substrate charge, energetic charge and amino-sugar demand.",Bacteria(0.89);Archaea(0.11);,(1.00);,Helicobacteraceae(0.22);Chlamydiaceae(0.11);Bacillaceae(0.11);Rickettsiaceae(0.11);Merismopediaceae(0.11);,Helicobacter(0.22);Chlamydia(0.11);Bacillus(0.11);Treponema(0.11);Methanocaldococcus(0.11);,Inviceb4
I1-2_1013,704,pfam03151,gnl|CDD|308657,2.23E-08,13,675,1,"pfam03151, TPT, Triose-phosphate Transporter family.  This family includes transporters with a specificity for triose phosphate.",Eukaryota(1.00);,(1.00);,Brassicaceae(0.27);Chlamydomonadaceae(0.13);Plasmodiidae(0.13);Cyprinidae(0.07);Drosophilidae(0.07);,Arabidopsis(0.20);Plasmodium(0.13);Chlamydomonas(0.13);Vitis(0.07);Oryza(0.07);,Inviceb4
I1-2_10141,no_hit,,,,,,,,,,,,Inviceb4
I1-2_1015,703,pfam00227,gnl|CDD|306690,3.51E-60,50,589,2,"pfam00227, Proteasome, Proteasome subunit.  The proteasome is a multisubunit structure that degrades proteins. Protein degradation is an essential component of regulation because proteins can become misfolded, damaged, or unnecessary. Proteasomes and their homologs vary greatly in complexity: from HslV (heat shock locus v), which is encoded by 1 gene in bacteria, to the eukaryotic 20S proteasome, which is encoded by more than 14 genes. Recently evidence of two novel groups of bacterial proteasomes was proposed. The first is Anbu, which is sparsely distributed among cyanobacteria and proteobacteria. The second is call beta-proteobacteria proteasome homolog (BPH).",Eukaryota(0.69);Archaea(0.21);Bacteria(0.10);,(1.00);,Drosophilidae(0.13);Rhabditidae(0.08);Schizosaccharomycetaceae(0.08);Unikaryonidae(0.08);Brassicaceae(0.05);,Drosophila(0.13);Caenorhabditis(0.08);Schizosaccharomyces(0.08);Encephalitozoon(0.08);Arabidopsis(0.05);,Inviceb4
I1-2_1016,703,pfam06203,gnl|CDD|310652,1.81E-19,379,510,-2,"pfam06203, CCT, CCT motif.  This short motif is found in a number of plant proteins. It is rich in basic amino acids and has been called a CCT motif after Co, Col and Toc1. The CCT motif is about 45 amino acids long and contains a putative nuclear localization signal within the second half of the CCT motif. Toc1 mutants have been identified in this region.",Eukaryota(1.00);,(1.00);,Poaceae(0.25);Musaceae(0.11);Brassicaceae(0.10);Solanaceae(0.07);Fabaceae(0.05);,Musa(0.11);Oryza(0.06);Solanum(0.05);Brassica(0.05);Hordeum(0.05);,Inviceb4
I1-2_1016,703,pfam00320,gnl|CDD|306763,5.46E-13,175,288,-2,"pfam00320, GATA, GATA zinc finger.  This domain uses four cysteine residues to coordinate a zinc ion. This domain binds to DNA. Two GATA zinc fingers are found in the GATA transcription factors. However there are several proteins which only contain a single copy of the domain.",Eukaryota(1.00);,(1.00);,Brassicaceae(0.18);Saccharomycetaceae(0.13);Rhabditidae(0.11);Schizosaccharomycetaceae(0.10);Poaceae(0.10);,Arabidopsis(0.18);Saccharomyces(0.13);Caenorhabditis(0.11);Oryza(0.10);Schizosaccharomyces(0.10);,Inviceb4
I1-2_1016,703,pfam06200,gnl|CDD|310650,3.57E-10,604,696,-2,"pfam06200, tify, tify domain.  This short possible domain is found in a variety of plant transcription factors that contain GATA domains as well as other motifs. Although previously known as the Zim domain this is now called the tify domain after its most conserved amino acids. TIFY proteins can be further classified into two groups depending on the presence (group I) or absence (group II) of a C2C2-GATA domain. Functional annotation of these proteins is still poor, but several screens revealed a link between TIFY proteins of group II and jasmonic acid-related stress response.",Eukaryota(1.00);,(1.00);,Poaceae(0.32);Musaceae(0.15);Brassicaceae(0.14);Solanaceae(0.11);Fabaceae(0.07);,Musa(0.15);Solanum(0.10);Oryza(0.08);Setaria(0.08);Glycine(0.07);,Inviceb4
I1-2_10167,121,pfam00069,gnl|CDD|306557,8.79E-19,1,120,1,"pfam00069, Pkinase, Protein kinase domain.  ",Eukaryota(1.00);,(1.00);,Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);,Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);,Inviceb4
I1-2_1018,703,pfam07534,gnl|CDD|311470,2.54E-21,373,702,-2,"pfam07534, TLD, TLD.  This domain is predicted to be an enzyme and is often found associated with pfam01476. It's structure consists of a beta-sandwich surrounded by two helices and two one-turn helices.",Eukaryota(1.00);,(1.00);,Trichomonadidae(0.37);Saccharomycetaceae(0.09);Aspergillaceae(0.07);(0.06);Debaryomycetaceae(0.04);,Trichomonas(0.37);Aspergillus(0.07);Dictyostelium(0.06);Nematostella(0.04);Tetraodon(0.04);,Inviceb4
I1-2_1019,702,pfam14215,gnl|CDD|316711,3.93E-33,21,506,3,"pfam14215, bHLH-MYC_N, bHLH-MYC and R2R3-MYB transcription factors N-terminal.  This is the N-terminal region of a family of MYB and MYC transcription factors. The DNA-binding HLH domain is further downstream, pfam00010. Members of the MYB and MYC family regulate the biosynthesis of phenylpropanoids in several plant species (DOI:10.1007/s11295-009-0232-y).",Eukaryota(1.00);,(1.00);,Poaceae(0.18);Brassicaceae(0.15);Musaceae(0.14);Fabaceae(0.10);Amborellaceae(0.09);,Musa(0.14);Glycine(0.10);Amborella(0.09);Solanum(0.09);Arabidopsis(0.08);,Inviceb4
I1-2_102,1441,pfam02463,gnl|CDD|308206,1.18E-06,346,1440,1,"pfam02463, SMC_N, RecF/RecN/SMC N terminal domain.  This domain is found at the N terminus of SMC proteins. The SMC (structural maintenance of chromosomes) superfamily proteins have ATP-binding domains at the N- and C-termini, and two extended coiled-coil domains separated by a hinge in the middle. The eukaryotic SMC proteins form two kind of heterodimers: the SMC1/SMC3 and the SMC2/SMC4 types. These heterodimers constitute an essential part of higher order complexes, which are involved in chromatin and DNA dynamics. This family also includes the RecF and RecN proteins that are involved in DNA metabolism and recombination.",Eukaryota(0.44);Bacteria(0.44);Archaea(0.11);,(1.00);,Saccharomycetaceae(0.15);Rhabditidae(0.07);Mycoplasmataceae(0.07);Aquificaceae(0.04);Borreliaceae(0.04);,Saccharomyces(0.15);Mycoplasma(0.07);Caenorhabditis(0.07);Borreliella(0.04);Pseudomonas(0.04);,Inviceb4
I1-2_1020,702,pfam12706,gnl|CDD|315391,9.16E-07,71,676,-3,"pfam12706, Lactamase_B_2, Beta-lactamase superfamily domain.  This family is part of the beta-lactamase superfamily and is related to pfam00753.",Bacteria(0.81);Eukaryota(0.16);Archaea(0.04);,(1.00);,Rhodobacteraceae(0.05);Burkholderiaceae(0.04);Corynebacteriaceae(0.03);Bacteroidaceae(0.03);Desulfobacteraceae(0.03);,Corynebacterium(0.03);Bacteroides(0.03);Streptomyces(0.02);Aspergillus(0.02);(0.02);,Inviceb4
I1-2_1021,702,pfam13850,gnl|CDD|316374,2.76E-35,141,401,3,"pfam13850, ERGIC_N, Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC).  This family is the N-terminal of ERGIC proteins, ER-Golgi intermediate compartment clusters, otherwise known as Ervs, and is associated with family COPIIcoated_ERV, pfam07970.",Eukaryota(1.00);,(1.00);,Saccharomycetaceae(0.12);(0.08);Debaryomycetaceae(0.05);Trichomonadidae(0.04);Mamiellaceae(0.02);,Trichomonas(0.04);Naumovozyma(0.02);Schizosaccharomyces(0.02);Thalassiosira(0.02);Micromonas(0.02);,Inviceb4
I1-2_1021,702,pfam07970,gnl|CDD|311775,8.98E-10,591,695,3,"pfam07970, COPIIcoated_ERV, Endoplasmic reticulum vesicle transporter.  This family is conserved from plants and fungi to humans. Erv46 works in close conjunction with Erv41 and together they form a complex which cycles between the endoplasmic reticulum and Golgi complex. Erv46-41 interacts strongly with the endoplasmic reticulum glucosidase II. Mammalian glucosidase II comprises a catalytic alpha-subunit and a 58 kDa beta subunit, which is required for ER localization. All proteins identified biochemically as Erv41p-Erv46p interactors are localized to the early secretory pathway and are involved in protein maturation and processing in the ER and/or sorting into COPII vesicles for transport to the Golgi.",Eukaryota(1.00);,(1.00);,Saccharomycetaceae(0.12);Trichomonadidae(0.08);(0.07);Debaryomycetaceae(0.04);Cryptosporidiidae(0.02);,Trichomonas(0.08);Naumovozyma(0.02);Tetrapisispora(0.02);Cryptosporidium(0.02);Kazachstania(0.02);,Inviceb4
I1-2_1022,702,pfam01201,gnl|CDD|307383,3.91E-49,34,621,1,"pfam01201, Ribosomal_S8e, Ribosomal protein S8e.  ",Eukaryota(0.71);Archaea(0.29);,(1.00);,(0.09);Methanosarcinaceae(0.03);Desulfurococcaceae(0.03);Methanobacteriaceae(0.03);Nosematidae(0.02);,Tupaia(0.01);(0.01);Methanobrevibacter(0.01);Nosema(0.01);Micromonas(0.01);,Inviceb4
I1-2_1023,701,pfam15742,gnl|CDD|318039,1.29E-13,174,599,-1,"pfam15742, DUF4686, Domain of unknown function (DUF4686).  This family of proteins is found in eukaryotes. Proteins in this family are typically between 498 and 775 amino acids in length. There is a conserved DLK sequence motif.",Eukaryota(1.00);,(1.00);,Cyprinidae(0.10);Suidae(0.05);Felidae(0.05);Muridae(0.05);Pipidae(0.05);,Danio(0.10);Loxodonta(0.05);Mus(0.05);Myotis(0.05);Ovis(0.05);,Inviceb4
I1-2_1024,701,pfam01472,gnl|CDD|279774,9.24E-18,356,592,2,"pfam01472, PUA, PUA domain.  The PUA domain named after Pseudouridine synthase and Archaeosine transglycosylase, was detected in archaeal and eukaryotic pseudouridine synthases, archaeal archaeosine synthases, a family of predicted ATPases that may be involved in RNA modification, a family of predicted archaeal and bacterial rRNA methylases. Additionally, the PUA domain was detected in a family of eukaryotic proteins that also contain a domain homologous to the translation initiation factor eIF1/SUI1; these proteins may comprise a novel type of translation factors. Unexpectedly, the PUA domain was detected also in bacterial and yeast glutamate kinases; this is compatible with the demonstrated role of these enzymes in the regulation of the expression of other genes. It is predicted that the PUA domain is an RNA binding domain.",Bacteria(0.42);Archaea(0.41);Eukaryota(0.17);,(1.00);,Methanocaldococcaceae(0.06);Methanopyraceae(0.06);Bacillaceae(0.05);Thermoproteaceae(0.05);Methanobacteriaceae(0.05);,Methanocaldococcus(0.06);Methanopyrus(0.06);Pyrobaculum(0.05);Sulfolobus(0.05);Methanothermobacter(0.05);,Inviceb4
