#query_id	query_length	cdd_id	hit_id	evalue	startQ	endQ	frame	description	superkingdom	no rank	family	genus
"SRR10518885_1004"	"1747"	"pfam02148"	"gnl|CDD|334829"	"1.16052e-10"	"1602"	"1736"	"-3"	"pfam02148, zf-UBP, Zn-finger in ubiquitin-hydrolases and other protein.  "	"Eukaryota(0.94);Bacteria(0.06);"	"(1.00);"	"Saccharomycetaceae(0.11);Debaryomycetaceae(0.11);Muridae(0.04);(0.04);Brassicaceae(0.04);"	"Mus(0.04);Dictyostelium(0.04);Nematostella(0.04);Arabidopsis(0.04);Anopheles(0.03);"
"SRR10518885_1004"	"1747"	"pfam00627"	"gnl|CDD|334179"	"1.03471e-08"	"213"	"323"	"-3"	"pfam00627, UBA, UBA/TS-N domain.  This small domain is composed of three alpha helices. This family includes the previously defined UBA and TS-N domains. The UBA-domain (ubiquitin associated domain) is a novel sequence motif found in several proteins having connections to ubiquitin and the ubiquitination pathway. The structure of the UBA domain consists of a compact three helix bundle. This domain is found at the N-terminus of EF-TS hence the name TS-N. The structure of EF-TS is known and this domain is implicated in its interaction with EF-TU. The domain has been found in non EF-TS proteins such as alpha-NAC and MJ0280."	"Eukaryota(1.00);"	"(1.00);"	"Drosophilidae(0.27);Schizosaccharomycetaceae(0.12);Muridae(0.10);Rhabditidae(0.10);Brassicaceae(0.10);"	"Drosophila(0.27);Schizosaccharomyces(0.12);Arabidopsis(0.10);Caenorhabditis(0.10);Mus(0.08);"
"SRR10518885_1004"	"1747"	"pfam00627"	"gnl|CDD|334179"	"1.1316e-06"	"399"	"509"	"-3"	"pfam00627, UBA, UBA/TS-N domain.  This small domain is composed of three alpha helices. This family includes the previously defined UBA and TS-N domains. The UBA-domain (ubiquitin associated domain) is a novel sequence motif found in several proteins having connections to ubiquitin and the ubiquitination pathway. The structure of the UBA domain consists of a compact three helix bundle. This domain is found at the N-terminus of EF-TS hence the name TS-N. The structure of EF-TS is known and this domain is implicated in its interaction with EF-TU. The domain has been found in non EF-TS proteins such as alpha-NAC and MJ0280."	"Eukaryota(1.00);"	"(1.00);"	"Drosophilidae(0.27);Schizosaccharomycetaceae(0.12);Muridae(0.10);Rhabditidae(0.10);Brassicaceae(0.10);"	"Drosophila(0.27);Schizosaccharomyces(0.12);Arabidopsis(0.10);Caenorhabditis(0.10);Mus(0.08);"
"SRR10518885_1004"	"1747"	"pfam13423"	"gnl|CDD|315986"	"2.72885e-05"	"6"	"116"	"-3"	"pfam13423, UCH_1, Ubiquitin carboxyl-terminal hydrolase.  "	"Eukaryota(1.00);"	"(1.00);"	"Ajellomycetaceae(0.17);Drosophilidae(0.17);Debaryomycetaceae(0.17);Arthrodermataceae(0.08);Saccharomycetaceae(0.08);"	"Debaryomyces(0.17);Drosophila(0.17);Zygosaccharomyces(0.08);Microsporum(0.08);Blastomyces(0.08);"
"SRR10518885_1005"	"1746"	"pfam02365"	"gnl|CDD|334910"	"5.92673e-23"	"1153"	"1533"	"-1"	"pfam02365, NAM, No apical meristem (NAM) protein.  This is a family of no apical meristem (NAM) proteins these are plant development proteins. Mutations in NAM result in the failure to develop a shoot apical meristem in petunia embryos. NAM is indicated as having a role in determining positions of meristems and primordial. One member of this family NAP (NAC-like, activated by AP3/PI) is encoded by the target genes of the AP3/PI transcriptional activators and functions in the transition between growth by cell division and cell expansion in stamens and petals."	"Eukaryota(1.00);"	"(1.00);"	"Poaceae(0.41);Brassicaceae(0.14);Salicaceae(0.10);Musaceae(0.07);Euphorbiaceae(0.06);"	"Oryza(0.13);Populus(0.10);Musa(0.07);Sorghum(0.07);Arabidopsis(0.07);"
"SRR10518885_1006"	"1746"	"pfam00180"	"gnl|CDD|333905"	"2.69633e-108"	"470"	"1657"	"-3"	"pfam00180, Iso_dh, Isocitrate/isopropylmalate dehydrogenase.  "	"Bacteria(0.53);Eukaryota(0.47);"	"(1.00);"	"Bacillaceae(0.20);Dipodascaceae(0.07);Leptospiraceae(0.07);Streptococcaceae(0.07);Schizosaccharomycetaceae(0.07);"	"Bacillus(0.20);Bos(0.07);Neurospora(0.07);Schizosaccharomyces(0.07);Yarrowia(0.07);"
"SRR10518885_1008"	"1746"	"pfam04506"	"gnl|CDD|309588"	"2.92393e-128"	"146"	"1642"	"-3"	"pfam04506, Rft-1, Rft protein.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.37);Debaryomycetaceae(0.06);Formicidae(0.06);Schizosaccharomycetaceae(0.06);Daphniidae(0.03);"	"Naumovozyma(0.06);Tetrapisispora(0.06);Candida(0.06);Kazachstania(0.06);Eremothecium(0.06);"
"SRR10518885_1009"	"1746"	"pfam04107"	"gnl|CDD|282026"	"1.80752e-102"	"309"	"1178"	"-2"	"pfam04107, GCS2, Glutamate-cysteine ligase family 2(GCS2).  Also known as gamma-glutamylcysteine synthetase and gamma-ECS (EC:6.3.2.2). This enzyme catalyzes the first and rate limiting step in de novo glutathione biosynthesis. Members of this family are found in archaea, bacteria and plants. May and Leaver discuss the possible evolutionary origins of glutamate-cysteine ligase enzymes in different organisms and suggest that it evolved independently in different eukaryotes, from an ancestral bacterial enzyme. They also state that Arabidopsis thaliana gamma-glutamylcysteine synthetase is structurally unrelated to mammalian, yeast and Escherichia coli homologs. In plants, there are separate cytosolic and chloroplast forms of the enzyme."	"Bacteria(0.82);Archaea(0.18);"	"(1.00);"	"Streptomycetaceae(0.18);Mycobacteriaceae(0.18);Bradyrhizobiaceae(0.09);Caulobacteraceae(0.09);Sphingomonadaceae(0.09);"	"Streptomyces(0.18);Mycobacterium(0.18);Bradyrhizobium(0.09);Caulobacter(0.09);Archaeoglobus(0.09);"
"SRR10518885_101"	"3056"	"pfam03810"	"gnl|CDD|335486"	"5.42456e-09"	"255"	"455"	"3"	"pfam03810, IBN_N, Importin-beta N-terminal domain.  "	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.22);Drosophilidae(0.18);Schizosaccharomycetaceae(0.16);Saccharomycetaceae(0.12);Hominidae(0.06);"	"Arabidopsis(0.22);Drosophila(0.18);Schizosaccharomyces(0.16);Saccharomyces(0.12);Homo(0.06);"
"SRR10518885_101"	"3056"	"pfam13513"	"gnl|CDD|338788"	"4.95526e-05"	"1362"	"1526"	"3"	"pfam13513, HEAT_EZ, HEAT-like repeat.  The HEAT repeat family is related to armadillo/beta-catenin-like repeats (see pfam00514). These EZ repeats are found in subunits of cyanobacterial phycocyanin lyase and other proteins and probably carry out a scaffolding role."	"Eukaryota(0.81);Bacteria(0.13);Archaea(0.06);"	"(1.00);"	"(0.08);Saccharomycetaceae(0.07);Drosophilidae(0.06);Desulfovibrionaceae(0.04);Salicaceae(0.04);"	"Drosophila(0.06);Desulfovibrio(0.04);Populus(0.04);Halomicrobium(0.03);Phytophthora(0.03);"
"SRR10518885_1010"	"1746"	"pfam13855"	"gnl|CDD|338972"	"8.26153e-09"	"1127"	"1306"	"2"	"pfam13855, LRR_8, Leucine rich repeat.  "	"Eukaryota(1.00);"	"(1.00);"	"Branchiostomidae(0.39);Drosophilidae(0.16);Culicidae(0.12);Tetraodontidae(0.06);Hominidae(0.06);"	"Branchiostoma(0.39);Drosophila(0.16);Culex(0.06);Homo(0.06);Tetraodon(0.06);"
"SRR10518885_1010"	"1746"	"pfam13855"	"gnl|CDD|338972"	"4.13208e-05"	"923"	"1090"	"2"	"pfam13855, LRR_8, Leucine rich repeat.  "	"Eukaryota(1.00);"	"(1.00);"	"Branchiostomidae(0.39);Drosophilidae(0.16);Culicidae(0.12);Tetraodontidae(0.06);Hominidae(0.06);"	"Branchiostoma(0.39);Drosophila(0.16);Culex(0.06);Homo(0.06);Tetraodon(0.06);"
"SRR10518885_1011"	"1746"	"pfam00728"	"gnl|CDD|307052"	"2.843e-101"	"738"	"1649"	"3"	"pfam00728, Glyco_hydro_20, Glycosyl hydrolase family 20, catalytic domain.  This domain has a TIM barrel fold."	"Bacteria(0.67);Eukaryota(0.33);"	"(1.00);"	"Bacteroidaceae(0.27);Vibrionaceae(0.06);Hypocreaceae(0.06);Streptomycetaceae(0.06);Bombycidae(0.03);"	"Bacteroides(0.27);Streptomyces(0.06);Trichoderma(0.06);Vibrio(0.06);Dictyostelium(0.03);"
"SRR10518885_1011"	"1746"	"pfam14845"	"gnl|CDD|339403"	"3.82126e-28"	"300"	"665"	"3"	"pfam14845, Glycohydro_20b2, beta-acetyl hexosaminidase like.  "	"Eukaryota(1.00);"	"(1.00);"	"(0.10);Arthrodermataceae(0.10);Ajellomycetaceae(0.06);Aspergillaceae(0.06);Debaryomycetaceae(0.04);"	"Mus(0.04);Trichophyton(0.04);Nannizzia(0.04);Aspergillus(0.04);Coccidioides(0.04);"
"SRR10518885_1012"	"1745"	"pfam00928"	"gnl|CDD|334318"	"1.31326e-110"	"585"	"1403"	"3"	"pfam00928, Adap_comp_sub, Adaptor complexes medium subunit family.  This family also contains members which are coatomer subunits."	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.09);Cyprinidae(0.09);Brassicaceae(0.09);Poaceae(0.07);Plasmodiidae(0.07);"	"Saccharomyces(0.09);Danio(0.09);Dictyostelium(0.07);Plasmodium(0.07);Arabidopsis(0.07);"
"SRR10518885_1012"	"1745"	"pfam05221"	"gnl|CDD|336064"	"8.46679e-17"	"2"	"106"	"-2"	"pfam05221, AdoHcyase, S-adenosyl-L-homocysteine hydrolase.  "	"Bacteria(0.78);Eukaryota(0.22);"	"(1.00);"	"(0.10);Pseudonocardiaceae(0.03);Desulfovibrionaceae(0.02);Corynebacteriaceae(0.02);Rhodospirillaceae(0.02);"	"Corynebacterium(0.02);Desulfovibrio(0.02);(0.02);Synechococcus(0.01);Nocardioides(0.01);"
"SRR10518885_1013"	"1745"	"pfam00069"	"gnl|CDD|333812"	"6.89216e-109"	"178"	"936"	"1"	"pfam00069, Pkinase, Protein kinase domain.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);"	"Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);"
"SRR10518885_1013"	"1745"	"pfam02149"	"gnl|CDD|308000"	"6.00308e-11"	"1513"	"1638"	"1"	"pfam02149, KA1, Kinase associated domain 1.  "	"Eukaryota(1.00);"	"(1.00);"	"(0.15);Saccharomycetaceae(0.06);Brassicaceae(0.04);Salpingoecidae(0.04);Mucoraceae(0.03);"	"Capsaspora(0.06);Dictyostelium(0.04);Mucor(0.03);Micromonas(0.02);Melampsora(0.02);"
"SRR10518885_1013"	"1745"	"pfam00314"	"gnl|CDD|334000"	"1.95173e-10"	"1644"	"1742"	"-1"	"pfam00314, Thaumatin, Thaumatin family.  "	"Eukaryota(0.98);Bacteria(0.02);"	"(1.00);"	"Poaceae(0.19);Brassicaceae(0.10);Fabaceae(0.09);Solanaceae(0.07);Vitaceae(0.05);"	"Glycine(0.08);Solanum(0.07);Oryza(0.06);Arabidopsis(0.05);Setaria(0.05);"
"SRR10518885_1013"	"1745"	"pfam00627"	"gnl|CDD|334179"	"5.5203e-07"	"1000"	"1110"	"1"	"pfam00627, UBA, UBA/TS-N domain.  This small domain is composed of three alpha helices. This family includes the previously defined UBA and TS-N domains. The UBA-domain (ubiquitin associated domain) is a novel sequence motif found in several proteins having connections to ubiquitin and the ubiquitination pathway. The structure of the UBA domain consists of a compact three helix bundle. This domain is found at the N-terminus of EF-TS hence the name TS-N. The structure of EF-TS is known and this domain is implicated in its interaction with EF-TU. The domain has been found in non EF-TS proteins such as alpha-NAC and MJ0280."	"Eukaryota(1.00);"	"(1.00);"	"Drosophilidae(0.27);Schizosaccharomycetaceae(0.12);Muridae(0.10);Rhabditidae(0.10);Brassicaceae(0.10);"	"Drosophila(0.27);Schizosaccharomyces(0.12);Arabidopsis(0.10);Caenorhabditis(0.10);Mus(0.08);"
"SRR10518885_1014"	"1745"	"pfam03514"	"gnl|CDD|335361"	"1.08938e-151"	"833"	"1744"	"2"	"pfam03514, GRAS, GRAS domain family.  Proteins in the GRAS (GAI, RGA, SCR) family are known as major players in gibberellin (GA) signaling, which regulates various aspects of plant growth and development. Mutation of the SCARECROW (SCR) gene results in a radial pattern defect, loss of a ground tissue layer, in the root. The PAT1 protein is involved in phytochrome A signal transduction. A sequence, structure and evolutionary analysis showed that the GRAS family emerged in bacteria and belongs to the Rossmann-fold, AdoMET (SAM)-dependent methyltransferase superfamily. All bacterial, and a subset of plant GRAS proteins, are predicted to be active and function as small-molecule methylases. Several plant GRAS proteins lack one or more AdoMet (SAM)-binding residues while preserving their substrate-binding residues. Although GRAS proteins are implicated to function as transcriptional factors, the above analysis suggests that they instead might either modify or bind small molecules."	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.77);Poaceae(0.16);Solanaceae(0.06);"	"Arabidopsis(0.77);Oryza(0.10);Solanum(0.06);Triticum(0.03);Zea(0.03);"
"SRR10518885_1014"	"1745"	"pfam12041"	"gnl|CDD|314851"	"7.05134e-40"	"260"	"454"	"2"	"pfam12041, DELLA, Transcriptional regulator DELLA protein N terminal.  Gibberellins are plant hormones which have great impact on growth signalling. DELLA proteins are transcriptional regulators of growth related proteins which are downregulated when gibberellins bind to their receptor GID1. GID1 forms a complex with DELLA proteins and signals them towards 26S proteasome. The N terminal of DELLA proteins contains conserved DELLA and VHYNP motifs which are important for GID1 binding and proteolysis of the DELLA proteins."	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.23);Fabaceae(0.18);Vitaceae(0.14);Salicaceae(0.09);Amborellaceae(0.09);"	"Arabidopsis(0.18);Glycine(0.18);Vitis(0.14);Musa(0.09);Populus(0.09);"
"SRR10518885_1015"	"1745"	"pfam00448"	"gnl|CDD|334082"	"9.16379e-105"	"562"	"1140"	"1"	"pfam00448, SRP54, SRP54-type protein, GTPase domain.  This family includes relatives of the G-domain of the SRP54 family of proteins."	"Bacteria(0.63);Eukaryota(0.21);Archaea(0.16);"	"(1.00);"	"Mycoplasmataceae(0.09);Helicobacteraceae(0.07);Streptomycetaceae(0.05);Spirochaetaceae(0.05);Archaeoglobaceae(0.05);"	"Mycoplasma(0.09);Helicobacter(0.07);Treponema(0.05);Chlamydia(0.05);Bacillus(0.05);"
