#query_id	query_length	cdd_id	hit_id	evalue	startQ	endQ	frame	description	superkingdom	no rank	family	genus
"SRR10518941_12"	"1459"	"pfam00191"	"gnl|CDD|333913"	"2.52767e-15"	"345"	"542"	"3"	"pfam00191, Annexin, Annexin.  This family of annexins also includes giardin that has been shown to function as an annexin."	"Eukaryota(1.00);"	"(1.00);"	"Bovidae(0.18);Adrianichthyidae(0.16);Rhabditidae(0.14);Hominidae(0.10);Brassicaceae(0.08);"	"Bos(0.18);Oryzias(0.16);Caenorhabditis(0.14);Homo(0.10);Arabidopsis(0.08);"
"SRR10518941_12"	"1459"	"pfam00191"	"gnl|CDD|333913"	"2.71626e-09"	"600"	"788"	"3"	"pfam00191, Annexin, Annexin.  This family of annexins also includes giardin that has been shown to function as an annexin."	"Eukaryota(1.00);"	"(1.00);"	"Bovidae(0.18);Adrianichthyidae(0.16);Rhabditidae(0.14);Hominidae(0.10);Brassicaceae(0.08);"	"Bos(0.18);Oryzias(0.16);Caenorhabditis(0.14);Homo(0.10);Arabidopsis(0.08);"
"SRR10518941_13"	"1448"	"pfam13855"	"gnl|CDD|338972"	"1.42186e-08"	"947"	"1126"	"2"	"pfam13855, LRR_8, Leucine rich repeat.  "	"Eukaryota(1.00);"	"(1.00);"	"Branchiostomidae(0.39);Drosophilidae(0.16);Culicidae(0.12);Tetraodontidae(0.06);Hominidae(0.06);"	"Branchiostoma(0.39);Drosophila(0.16);Culex(0.06);Homo(0.06);Tetraodon(0.06);"
"SRR10518941_13"	"1448"	"pfam13855"	"gnl|CDD|338972"	"6.21092e-05"	"743"	"910"	"2"	"pfam13855, LRR_8, Leucine rich repeat.  "	"Eukaryota(1.00);"	"(1.00);"	"Branchiostomidae(0.39);Drosophilidae(0.16);Culicidae(0.12);Tetraodontidae(0.06);Hominidae(0.06);"	"Branchiostoma(0.39);Drosophila(0.16);Culex(0.06);Homo(0.06);Tetraodon(0.06);"
"SRR10518941_15"	"1403"	"pfam12796"	"gnl|CDD|338493"	"4.80301e-06"	"827"	"1096"	"-2"	"pfam12796, Ank_2, Ankyrin repeats (3 copies).  "	"Eukaryota(0.80);Bacteria(0.15);Viruses(0.05);"	"(0.95);dsDNA viruses, no RNA stage(0.05);"	"Trichomonadidae(0.20);Hexamitidae(0.17);Poaceae(0.04);Aspergillaceae(0.03);(0.03);"	"Trichomonas(0.20);Giardia(0.17);Oryza(0.04);Coprinopsis(0.03);Mimivirus(0.03);"
"SRR10518941_15"	"1403"	"pfam12796"	"gnl|CDD|338493"	"1.64404e-05"	"92"	"265"	"-2"	"pfam12796, Ank_2, Ankyrin repeats (3 copies).  "	"Eukaryota(0.80);Bacteria(0.15);Viruses(0.05);"	"(0.95);dsDNA viruses, no RNA stage(0.05);"	"Trichomonadidae(0.20);Hexamitidae(0.17);Poaceae(0.04);Aspergillaceae(0.03);(0.03);"	"Trichomonas(0.20);Giardia(0.17);Oryza(0.04);Coprinopsis(0.03);Mimivirus(0.03);"
"SRR10518941_16"	"1354"	"pfam03914"	"gnl|CDD|335527"	"4.67844e-55"	"342"	"872"	"3"	"pfam03914, CBF, CBF/Mak21 family.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.10);(0.07);Debaryomycetaceae(0.05);Drosophilidae(0.02);Aspergillaceae(0.02);"	"Drosophila(0.02);Tetrapisispora(0.02);Eremothecium(0.02);Dictyostelium(0.01);Aspergillus(0.01);"
"SRR10518941_17"	"1353"	"pfam03171"	"gnl|CDD|308672"	"8.19285e-05"	"763"	"912"	"-1"	"pfam03171, 2OG-FeII_Oxy, 2OG-Fe(II) oxygenase superfamily.  This family contains members of the 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily. This family includes the C-terminal of prolyl 4-hydroxylase alpha subunit. The holoenzyme has the activity EC:1.14.11.2 catalyzing the reaction: Procollagen L-proline + 2-oxoglutarate + O2 <=> procollagen trans- 4-hydroxy-L-proline + succinate + CO2. The full enzyme consists of a alpha2 beta2 complex with the alpha subunit contributing most of the parts of the active site. The family also includes lysyl hydrolases, isopenicillin synthases and AlkB."	"Eukaryota(0.80);Bacteria(0.11);Viruses(0.09);"	"(0.91);ssRNA viruses(0.08);"	"Brassicaceae(0.32);Cucurbitaceae(0.06);Betaflexiviridae(0.06);Poaceae(0.05);Drosophilidae(0.05);"	"Arabidopsis(0.31);Drosophila(0.05);Caenorhabditis(0.05);Schizosaccharomyces(0.04);Solanum(0.04);"
"SRR10518941_18"	"1325"	"pfam02309"	"gnl|CDD|334886"	"4.35648e-113"	"34"	"564"	"-3"	"pfam02309, AUX_IAA, AUX/IAA family.  Transcription of the AUX/IAA family of genes is rapidly induced by the plant hormone auxin. Some members of this family are longer and contain an N terminal DNA binding domain. The function of this region is uncertain."	"Eukaryota(1.00);"	"(1.00);"	"Poaceae(0.29);Fabaceae(0.19);Musaceae(0.13);Brassicaceae(0.11);Solanaceae(0.08);"	"Glycine(0.18);Musa(0.13);Oryza(0.09);Solanum(0.08);Arabidopsis(0.06);"
"SRR10518941_2"	"2450"	"pfam02453"	"gnl|CDD|334936"	"4.92919e-24"	"1374"	"1823"	"3"	"pfam02453, Reticulon, Reticulon.  Reticulon, also know as neuroendocrine-specific protein (NSP), is a protein of unknown function which associates with the endoplasmic reticulum. This family represents the C-terminal domain of the three reticulon isoforms and their homologs."	"Eukaryota(1.00);"	"(1.00);"	"Poaceae(0.13);Brassicaceae(0.08);Musaceae(0.07);Fabaceae(0.06);Solanaceae(0.06);"	"Musa(0.07);Glycine(0.06);Solanum(0.06);Arabidopsis(0.05);Amborella(0.04);"
"SRR10518941_21"	"1314"	"pfam00847"	"gnl|CDD|334283"	"4.0572e-11"	"416"	"568"	"-3"	"pfam00847, AP2, AP2 domain.  This 60 amino acid residue domain can bind to DNA and is found in transcription factor proteins."	"Eukaryota(0.95);Bacteria(0.05);"	"(1.00);"	"Plasmodiidae(0.28);Poaceae(0.20);Cryptosporidiidae(0.16);Brassicaceae(0.11);Theileriidae(0.09);"	"Plasmodium(0.28);Oryza(0.16);Cryptosporidium(0.16);Arabidopsis(0.11);Theileria(0.09);"
"SRR10518941_22"	"1298"	"pfam12253"	"gnl|CDD|338292"	"7.51993e-14"	"106"	"351"	"-3"	"pfam12253, CAF1A, Chromatin assembly factor 1 subunit A.  The CAF-1 or chromatin assembly factor-1 consists of three subunits, and this is the first, or A. The A domain is uniquely required for the progression of S phase in mouse cells, independent of its ability to promote histone deposition but dependent on its ability to interact with HP1 - heterochromatin protein 1-rich heterochromatin domains next to centromeres that are crucial for chromosome segregation during mitosis. This HP1-CAF-1 interaction module functions as a built-in replication control for heterochromatin, which, like a control barrier, has an impact on S-phase progression in addition to DNA-based checkpoints."	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.10);(0.06);Debaryomycetaceae(0.06);Poaceae(0.03);Mycosphaerellaceae(0.03);"	"Caenorhabditis(0.03);Candida(0.03);Schizosaccharomyces(0.02);Colletotrichum(0.02);Dictyostelium(0.02);"
"SRR10518941_23"	"1294"	"pfam00293"	"gnl|CDD|333985"	"7.29989e-18"	"504"	"860"	"3"	"pfam00293, NUDIX, NUDIX domain.  "	"Bacteria(0.59);Eukaryota(0.31);Archaea(0.05);Viruses(0.05);"	"(0.95);dsDNA viruses, no RNA stage(0.05);"	"Deinococcaceae(0.16);Streptomycetaceae(0.09);Merismopediaceae(0.06);Brassicaceae(0.06);Drosophilidae(0.06);"	"Deinococcus(0.16);Streptomyces(0.09);Synechocystis(0.06);Arabidopsis(0.06);Drosophila(0.06);"
"SRR10518941_24"	"1271"	"pfam00134"	"gnl|CDD|333867"	"1.68399e-59"	"488"	"868"	"-2"	"pfam00134, Cyclin_N, Cyclin, N-terminal domain.  Cyclins regulate cyclin dependent kinases (CDKs). Cyclin-0 (CCNO) is a Uracil-DNA glycosylase that is related to other cyclins. Cyclins contain two domains of similar all-alpha fold, of which this family corresponds with the N-terminal domain."	"Eukaryota(0.99);Viruses(0.01);"	"(0.99);dsDNA viruses, no RNA stage(0.01);"	"Brassicaceae(0.16);Saccharomycetaceae(0.12);Drosophilidae(0.10);Poaceae(0.08);Rhabditidae(0.07);"	"Arabidopsis(0.15);Saccharomyces(0.12);Drosophila(0.10);Caenorhabditis(0.07);Mus(0.05);"
"SRR10518941_24"	"1271"	"pfam02984"	"gnl|CDD|335178"	"2.11124e-42"	"131"	"484"	"-2"	"pfam02984, Cyclin_C, Cyclin, C-terminal domain.  Cyclins regulate cyclin dependent kinases (CDKs). Human CCNO is a Uracil-DNA glycosylase that is related to other cyclins. Cyclins contain two domains of similar all-alpha fold, of which this family corresponds with the C-terminal domain."	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.10);Poaceae(0.07);Saccharomycetaceae(0.06);Fabaceae(0.06);Solanaceae(0.06);"	"Arabidopsis(0.10);Oryza(0.05);Nicotiana(0.03);Xenopus(0.03);Saccharomyces(0.02);"
"SRR10518941_26"	no_hit
"SRR10518941_27"	"1209"	"pfam00076"	"gnl|CDD|333819"	"6.74641e-15"	"48"	"257"	"3"	"pfam00076, RRM_1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain).  The RRM motif is probably diagnostic of an RNA binding protein. RRMs are found in a variety of RNA binding proteins, including various hnRNP proteins, proteins implicated in regulation of alternative splicing, and protein components of snRNPs. The motif also appears in a few single stranded DNA binding proteins. The RRM structure consists of four strands and two helices arranged in an alpha/beta sandwich, with a third helix present during RNA binding in some cases The C-terminal beta strand (4th strand) and final helix are hard to align and have been omitted in the SEED alignment The LA proteins have an N terminal rrm which is included in the seed. There is a second region towards the C-terminus that has some features characteristic of a rrm but does not appear to have the important structural core of a rrm. The LA proteins are one of the main autoantigens in Systemic lupus erythematosus (SLE), an autoimmune disease."	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.39);Drosophilidae(0.31);Hominidae(0.10);Schizosaccharomycetaceae(0.06);Solanaceae(0.04);"	"Saccharomyces(0.39);Drosophila(0.31);Homo(0.10);Schizosaccharomyces(0.06);Solanum(0.04);"
"SRR10518941_28"	"1202"	"pfam00564"	"gnl|CDD|278962"	"2.38197e-13"	"116"	"394"	"-2"	"pfam00564, PB1, PB1 domain.  "	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.63);Hominidae(0.10);Muridae(0.07);Rhabditidae(0.07);Drosophilidae(0.05);"	"Arabidopsis(0.63);Homo(0.10);Caenorhabditis(0.07);Mus(0.07);Drosophila(0.05);"
"SRR10518941_29"	"1188"	"pfam00069"	"gnl|CDD|333812"	"2.96203e-58"	"335"	"1153"	"-3"	"pfam00069, Pkinase, Protein kinase domain.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);"	"Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);"
"SRR10518941_3"	"2108"	"pfam00733"	"gnl|CDD|307055"	"2.14547e-90"	"607"	"1512"	"-3"	"pfam00733, Asn_synthase, Asparagine synthase.  This family is always found associated with pfam00310. Members of this family catalyze the conversion of aspartate to asparagine."	"Bacteria(0.88);Eukaryota(0.07);Archaea(0.05);"	"(1.00);"	"Streptomycetaceae(0.10);Bacillaceae(0.09);Pseudomonadaceae(0.06);Alcaligenaceae(0.06);Phyllobacteriaceae(0.05);"	"Streptomyces(0.10);Bacillus(0.07);Bordetella(0.06);Pseudomonas(0.06);Mesorhizobium(0.05);"
"SRR10518941_3"	"2108"	"pfam13537"	"gnl|CDD|338803"	"5.10329e-58"	"1648"	"1998"	"-3"	"pfam13537, GATase_7, Glutamine amidotransferase domain.  This domain is a class-II glutamine amidotransferase domain found in a variety of enzymes such as asparagine synthetase and glutamine-fructose-6-phosphate transaminase."	"Bacteria(0.86);Eukaryota(0.10);Archaea(0.04);"	"(1.00);"	"Bacillaceae(0.06);(0.05);Desulfovibrionaceae(0.04);Clostridiaceae(0.03);Peptococcaceae(0.02);"	"Bacillus(0.04);Desulfovibrio(0.04);Clostridium(0.02);Bradyrhizobium(0.02);Burkholderia(0.01);"
"SRR10518941_30"	"1183"	"pfam00286"	"gnl|CDD|278703"	"1.19757e-49"	"322"	"675"	"-2"	"pfam00286, Flexi_CP, Viral coat protein.  Family includes coat proteins from Potexviruses and carlaviruses."	"Viruses(1.00);"	"ssRNA viruses(1.00);"	"Alphaflexiviridae(0.62);Betaflexiviridae(0.38);"	"Botrexvirus(0.12);Carlavirus(0.12);Allexivirus(0.12);Potexvirus(0.12);Mandarivirus(0.12);"
"SRR10518941_30"	"1183"	"pfam02495"	"gnl|CDD|308221"	"6.34314e-05"	"1000"	"1182"	"-2"	"pfam02495, 7kD_coat, 7kD viral coat protein.  This family consists of a 7kD coat protein from carlavirus and potexvirus."	"Viruses(0.96);Bacteria(0.04);"	"ssRNA viruses(0.96);(0.04);"	"Betaflexiviridae(0.58);Alphaflexiviridae(0.38);Shewanellaceae(0.02);Legionellaceae(0.02);"	"Carlavirus(0.42);Potexvirus(0.36);Foveavirus(0.09);(0.07);Shewanella(0.02);"
"SRR10518941_31"	no_hit
"SRR10518941_32"	"1152"	"pfam05903"	"gnl|CDD|336235"	"2.78239e-59"	"546"	"944"	"-2"	"pfam05903, Peptidase_C97, PPPDE putative peptidase domain.  The PPPDE superfamily (after Permuted Papain fold Peptidases of DsRNA viruses and Eukaryotes), consists of predicted thiol peptidases with a circularly permuted papain-like fold. The inference of the likely DUB function of the PPPDE superfamily proteins is based on the fusions of the catalytic domain to Ub-binding PUG (PUB)/UBA domains and a novel alpha-helical Ub-associated domain (the PUL domain, after PLAP, Ufd3p and Lub1p)."	"Eukaryota(0.94);Viruses(0.06);"	"(0.94);dsRNA viruses(0.06);"	"Brassicaceae(0.19);Poaceae(0.16);Plasmodiidae(0.10);Reoviridae(0.06);Debaryomycetaceae(0.06);"	"Arabidopsis(0.19);Oryza(0.16);Plasmodium(0.10);Danio(0.06);Cryptosporidium(0.06);"
"SRR10518941_33"	"1131"	"pfam00083"	"gnl|CDD|333825"	"3.49301e-74"	"7"	"1131"	"-1"	"pfam00083, Sugar_tr, Sugar (and other) transporter.  "	"Eukaryota(0.87);Bacteria(0.13);"	"(1.00);"	"Saccharomycetaceae(0.50);Muridae(0.13);Enterobacteriaceae(0.10);Trypanosomatidae(0.07);Aspergillaceae(0.03);"	"Saccharomyces(0.47);Mus(0.13);Escherichia(0.10);Leishmania(0.07);Aspergillus(0.03);"
"SRR10518941_34"	"1105"	"pfam00022"	"gnl|CDD|306521"	"7.30044e-168"	"15"	"1088"	"-3"	"pfam00022, Actin, Actin.  "	"Eukaryota(1.00);"	"(1.00);"	"Trypanosomatidae(0.09);Sordariaceae(0.09);Schizosaccharomycetaceae(0.09);(0.09);Poaceae(0.09);"	"Aspergillus(0.09);Oryza(0.09);Neurospora(0.09);Yarrowia(0.09);Schizosaccharomyces(0.09);"
"SRR10518941_35"	"1098"	"pfam07992"	"gnl|CDD|311792"	"1.83099e-10"	"835"	"1089"	"-1"	"pfam07992, Pyr_redox_2, Pyridine nucleotide-disulphide oxidoreductase.  This family includes both class I and class II oxidoreductases and also NADH oxidases and peroxidases. This domain is actually a small NADH binding domain within a larger FAD binding domain."	"Bacteria(0.72);Archaea(0.14);Eukaryota(0.14);"	"(1.00);"	"Enterobacteriaceae(0.07);Mycobacteriaceae(0.07);Archaeoglobaceae(0.07);Pseudomonadaceae(0.06);Bacillaceae(0.04);"	"Mycobacterium(0.07);Archaeoglobus(0.07);Pseudomonas(0.06);Escherichia(0.06);Synechocystis(0.04);"
"SRR10518941_37"	"1055"	"pfam04755"	"gnl|CDD|309752"	"1.38337e-92"	"92"	"739"	"2"	"pfam04755, PAP_fibrillin, PAP_fibrillin.  This family identifies a conserved region found in a number of plastid lipid-associated proteins (PAPs), and in a number of putative fibrillin proteins."	"Eukaryota(0.75);Bacteria(0.25);"	"(1.00);"	"Brassicaceae(0.50);Merismopediaceae(0.17);Solanaceae(0.08);Fabaceae(0.08);Cucurbitaceae(0.08);"	"Arabidopsis(0.50);Synechocystis(0.17);Cucumis(0.08);Capsicum(0.08);Pisum(0.08);"
"SRR10518941_38"	"1051"	"pfam02148"	"gnl|CDD|334829"	"2.22492e-24"	"488"	"676"	"2"	"pfam02148, zf-UBP, Zn-finger in ubiquitin-hydrolases and other protein.  "	"Eukaryota(0.94);Bacteria(0.06);"	"(1.00);"	"Saccharomycetaceae(0.11);Debaryomycetaceae(0.11);Muridae(0.04);(0.04);Brassicaceae(0.04);"	"Mus(0.04);Dictyostelium(0.04);Nematostella(0.04);Arabidopsis(0.04);Anopheles(0.03);"
"SRR10518941_38"	"1051"	"pfam00443"	"gnl|CDD|334078"	"1.6141e-08"	"791"	"1051"	"2"	"pfam00443, UCH, Ubiquitin carboxyl-terminal hydrolase.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.29);Rhabditidae(0.13);Brassicaceae(0.13);Schizosaccharomycetaceae(0.12);Hominidae(0.08);"	"Saccharomyces(0.27);Arabidopsis(0.13);Caenorhabditis(0.13);Schizosaccharomyces(0.12);Mus(0.06);"
"SRR10518941_39"	"1015"	"pfam01713"	"gnl|CDD|334647"	"2.8255e-10"	"144"	"356"	"-3"	"pfam01713, Smr, Smr domain.  This family includes the Smr (Small MutS Related) proteins, and the C-terminal region of the MutS2 protein. It has been suggested that this domain interacts with the MutS1 protein in the case of Smr proteins and with the N-terminal MutS related region of MutS2. This domain exhibits nicking endonuclease activity that might have a role in mismatch repair or genetic recombination. It shows no significant double strand cleavage or exonuclease activity. The full-length human NEDD4-binding protein 2 also has the polynucleotide kinase activity."	"Bacteria(0.97);Eukaryota(0.03);"	"(1.00);"	"Clostridiaceae(0.07);(0.07);Spirochaetaceae(0.04);Ruminococcaceae(0.04);Desulfovibrionaceae(0.03);"	"Clostridium(0.07);(0.05);Desulfovibrio(0.03);Ruminococcus(0.02);Treponema(0.02);"
"SRR10518941_4"	"1934"	"pfam06472"	"gnl|CDD|284003"	"7.09378e-64"	"2"	"550"	"2"	"pfam06472, ABC_membrane_2, ABC transporter transmembrane region 2.  This domain covers the transmembrane of a small family of ABC transporters and shares sequence similarity with pfam00664. Mutations in this domain in ABCD3 are believed responsible for Zellweger Syndrome-2; mutations in ABCD1 are responsible for recessive X-linked adrenoleukodystrophy. A Saccharomyces cerevisiae homolog is involved in the import of long-chain fatty acids."	"Eukaryota(0.79);Bacteria(0.21);"	"(1.00);"	"Rhabditidae(0.17);Hominidae(0.08);Muridae(0.08);Mycobacteriaceae(0.08);Saccharomycetaceae(0.08);"	"Caenorhabditis(0.17);Homo(0.08);Neurospora(0.08);Arabidopsis(0.08);Mycobacterium(0.08);"
"SRR10518941_4"	"1934"	"pfam00005"	"gnl|CDD|333758"	"1.65398e-13"	"905"	"1366"	"2"	"pfam00005, ABC_tran, ABC transporter.  ABC transporters for a large family of proteins responsible for translocation of a variety of compounds across biological membranes. ABC transporters are the largest family of proteins in many completely sequenced bacteria. ABC transporters are composed of two copies of this domain and two copies of a transmembrane domain pfam00664. These four domains may belong to a single polypeptide as in CFTR, or belong in different polypeptide chains."	"Bacteria(0.75);Eukaryota(0.25);"	"(1.00);"	"Enterobacteriaceae(0.42);Saccharomycetaceae(0.13);Pseudomonadaceae(0.08);Streptococcaceae(0.06);Streptomycetaceae(0.04);"	"Escherichia(0.30);Saccharomyces(0.13);Shigella(0.08);Pseudomonas(0.08);Streptomyces(0.04);"
"SRR10518941_41"	"1005"	"pfam12143"	"gnl|CDD|314936"	"2.1876e-24"	"760"	"1005"	"1"	"pfam12143, PPO1_KFDV, Protein of unknown function (DUF_B2219).  This domain family is found in eukaryotes, and is typically between 138 and 152 amino acids in length. and the family is found in association with pfam00264. Many members are plant or plastid polyphenol oxidases, and there is a highly conserved sequence motif: KFDV, from which the name derives. This is the C-terminal domain of these oxidases."	"Eukaryota(0.97);Bacteria(0.03);"	"(1.00);"	"Poaceae(0.20);Fabaceae(0.17);Salicaceae(0.10);Rosaceae(0.10);Solanaceae(0.07);"	"Triticum(0.10);Populus(0.10);Vitis(0.07);Oryza(0.07);Prunus(0.07);"
"SRR10518941_41"	"1005"	"pfam12142"	"gnl|CDD|338258"	"7.25282e-24"	"514"	"654"	"1"	"pfam12142, PPO1_DWL, Polyphenol oxidase middle domain.  This domain family is found in bacteria and eukaryotes, and is approximately 50 amino acids in length, and the family is found in association with pfam00264. Most members are annotated as being polyphenol oxidases, and many are from plants or plastids. There is a conserved DWL sequence motif which gives the family its name."	"Eukaryota(0.96);Bacteria(0.04);"	"(1.00);"	"Poaceae(0.31);Funariaceae(0.11);Fabaceae(0.11);Salicaceae(0.11);Musaceae(0.09);"	"Physcomitrella(0.11);Glycine(0.11);Populus(0.11);Brachypodium(0.09);Musa(0.09);"
"SRR10518941_41"	"1005"	"pfam00264"	"gnl|CDD|333966"	"1.26438e-20"	"43"	"486"	"1"	"pfam00264, Tyrosinase, Common central domain of tyrosinase.  This family also contains polyphenol oxidases and some hemocyanins. Binds two copper ions via two sets of three histidines. This family is related to pfam00372."	"Eukaryota(0.79);Bacteria(0.21);"	"(1.00);"	"Aspergillaceae(0.27);Sordariaceae(0.07);Rhodobacteraceae(0.05);Ajellomycetaceae(0.05);Poaceae(0.04);"	"Aspergillus(0.27);Neurospora(0.07);Histoplasma(0.05);Streptomyces(0.02);Haliotis(0.02);"
"SRR10518941_45"	"1739"	"pfam00931"	"gnl|CDD|307194"	"1.12201e-26"	"455"	"1159"	"-2"	"pfam00931, NB-ARC, NB-ARC domain.  "	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.86);Solanaceae(0.14);"	"Arabidopsis(0.86);Solanum(0.14);"
