#query_id	query_length	cdd_id	hit_id	evalue	startQ	endQ	frame	description	superkingdom	no rank	family	genus
"SRR10518895_107"	"1103"	"pfam17035"	"gnl|CDD|339880"	"3.7398e-20"	"333"	"518"	"-1"	"pfam17035, BET, Bromodomain extra-terminal - transcription regulation.  The BET, or bromodomain extra-terminal domain, is found on bromodomain proteins that play key roles in development, cancer progression and virus-host pathogenesis. It interacts with NSD3, JMJD6, CHD4, GLTSCR1, and ATAD5 all of which are shown to impart a pTEFb-independent transcriptional activation function on the bromodomain proteins."	"Eukaryota(1.00);"	"(1.00);"	"(0.10);Solanaceae(0.07);Poaceae(0.07);Brassicaceae(0.05);Musaceae(0.05);"	"Solanum(0.07);Musa(0.05);Rhizopus(0.05);Arabidopsis(0.05);Phytophthora(0.03);"
"SRR10518895_107"	"1103"	"pfam00439"	"gnl|CDD|306857"	"2.13394e-16"	"810"	"1061"	"-1"	"pfam00439, Bromodomain, Bromodomain.  Bromodomains are 110 amino acid long domains, that are found in many chromatin associated proteins. Bromodomains can interact specifically with acetylated lysine."	"Eukaryota(1.00);"	"(1.00);"	"Trichomonadidae(0.28);Ustilaginaceae(0.05);Cryptosporidiidae(0.05);Saccharomycetaceae(0.05);Edwardsiidae(0.05);"	"Trichomonas(0.28);Dictyostelium(0.05);Leishmania(0.05);Ustilago(0.05);Caenorhabditis(0.05);"
"SRR10518895_108"	"1100"	"pfam04900"	"gnl|CDD|335932"	"7.88125e-49"	"73"	"363"	"-3"	"pfam04900, Fcf1, Fcf1.  Fcf1 is a nucleolar protein involved in pre-rRNA processing. Depletion of yeast Fcf1 and Fcf2 leads to a decrease in synthesis of the 18S rRNA and results in a deficit in 40S ribosomal subunits."	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.08);(0.07);Debaryomycetaceae(0.06);Glomerellaceae(0.03);Mycosphaerellaceae(0.03);"	"Dictyostelium(0.03);Colletotrichum(0.03);Schizosaccharomyces(0.02);Sphaerulina(0.01);Trichomonas(0.01);"
"SRR10518895_108"	"1100"	"pfam00262"	"gnl|CDD|306718"	"5.07711e-36"	"647"	"1051"	"-2"	"pfam00262, Calreticulin, Calreticulin family.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.10);Debaryomycetaceae(0.08);Trichomonadidae(0.08);(0.07);Drosophilidae(0.04);"	"Trichomonas(0.08);Drosophila(0.04);Tetrapisispora(0.04);Saccharomyces(0.02);Helobdella(0.02);"
"SRR10518895_11"	"2433"	"pfam13041"	"gnl|CDD|338590"	"7.24453e-09"	"744"	"881"	"3"	"pfam13041, PPR_2, PPR repeat family.  This repeat has no known function. It is about 35 amino acids long and is found in up to 18 copies in some proteins. The family appears to be greatly expanded in plants and fungi. The repeat has been called PPR."	"Eukaryota(1.00);"	"(1.00);"	"Poaceae(0.25);Brassicaceae(0.20);Euphorbiaceae(0.14);Salicaceae(0.12);Vitaceae(0.09);"	"Arabidopsis(0.19);Ricinus(0.14);Oryza(0.14);Populus(0.12);Vitis(0.09);"
"SRR10518895_11"	"2433"	"pfam13041"	"gnl|CDD|338590"	"1.62567e-06"	"1140"	"1349"	"3"	"pfam13041, PPR_2, PPR repeat family.  This repeat has no known function. It is about 35 amino acids long and is found in up to 18 copies in some proteins. The family appears to be greatly expanded in plants and fungi. The repeat has been called PPR."	"Eukaryota(1.00);"	"(1.00);"	"Poaceae(0.25);Brassicaceae(0.20);Euphorbiaceae(0.14);Salicaceae(0.12);Vitaceae(0.09);"	"Arabidopsis(0.19);Ricinus(0.14);Oryza(0.14);Populus(0.12);Vitis(0.09);"
"SRR10518895_110"	"1098"	"pfam00164"	"gnl|CDD|333891"	"7.37276e-50"	"287"	"595"	"2"	"pfam00164, Ribosom_S12_S23, Ribosomal protein S12/S23.  This protein is known as S12 in bacteria and archaea and S23 in eukaryotes."	"Bacteria(0.30);Eukaryota(0.30);Archaea(0.30);(0.10);"	"(1.00);"	"(0.10);Rickettsiaceae(0.10);Muridae(0.10);Thermococcaceae(0.10);Synechococcaceae(0.10);"	"Synechococcus(0.10);Saccharomyces(0.10);Halobacterium(0.10);Triticum(0.10);Thermococcus(0.10);"
"SRR10518895_111"	no_hit
"SRR10518895_113"	"1088"	"pfam09765"	"gnl|CDD|313058"	"3.63396e-39"	"576"	"1040"	"-1"	"pfam09765, WD-3, WD-repeat region.  This entry is of a region of approximately 100 residues containing three WD repeats and six cysteine residues possibly as three cystine-bridges. These regions are contained within the Fancl protein in humans which is the putative E3 ubiquitin ligase subunit of the FA complex (Fanconi anaemia). Eight subunits of the Fanconi anaemia gene products form a multisubunit nuclear complex which is required for mono-ubiquitination of a downstream FA protein, FANCD2. The WD repeats are required for interaction with other subunits of the FA complex."	"Eukaryota(1.00);"	"(1.00);"	"Drosophilidae(0.21);Culicidae(0.08);Iguanidae(0.04);Tenebrionidae(0.04);Cyprinidae(0.04);"	"Drosophila(0.21);Anopheles(0.08);Anolis(0.04);Phytophthora(0.04);Strongylocentrotus(0.04);"
"SRR10518895_113"	"1088"	"pfam11793"	"gnl|CDD|314629"	"1.94363e-27"	"321"	"554"	"-1"	"pfam11793, FANCL_C, FANCL C-terminal domain.  This domain is found at the C-terminus of the Fancl protein in humans which is the putative E3 ubiquitin ligase subunit of the FA complex (Fanconi anaemia). Eight subunits of the Fanconi anaemia gene products form a multisubunit nuclear complex which is required for mono-ubiquitination of a downstream FA protein, FANCD2."	"Eukaryota(1.00);"	"(1.00);"	"Muridae(0.17);Culicidae(0.17);Trichomonadidae(0.17);Pipidae(0.17);Edwardsiidae(0.17);"	"Xenopus(0.17);Anopheles(0.17);Nematostella(0.17);Mus(0.17);Arabidopsis(0.17);"
"SRR10518895_115"	"1073"	"pfam00578"	"gnl|CDD|334156"	"3.83469e-45"	"116"	"478"	"-2"	"pfam00578, AhpC-TSA, AhpC/TSA family.  This family contains proteins related to alkyl hydroperoxide reductase (AhpC) and thiol specific antioxidant (TSA)."	"Bacteria(0.70);Eukaryota(0.23);Archaea(0.06);"	"(1.00);"	"Bacillaceae(0.13);Planctomycetaceae(0.05);Saccharomycetaceae(0.05);Spirochaetaceae(0.03);Ustilaginaceae(0.03);"	"Bacillus(0.09);Pirellula(0.05);Treponema(0.03);Eremothecium(0.03);Symbiobacterium(0.03);"
"SRR10518895_117"	"1068"	"pfam01040"	"gnl|CDD|334358"	"1.8576e-28"	"242"	"985"	"2"	"pfam01040, UbiA, UbiA prenyltransferase family.  "	"Bacteria(0.72);Eukaryota(0.20);Archaea(0.09);"	"(1.00);"	"(0.05);Flavobacteriaceae(0.03);Bacillaceae(0.02);Natrialbaceae(0.02);Pseudomonadaceae(0.02);"	"(0.02);Bacillus(0.02);Pseudomonas(0.01);Streptomyces(0.01);Corynebacterium(0.01);"
"SRR10518895_118"	"1064"	"pfam00999"	"gnl|CDD|279355"	"5.26996e-44"	"3"	"734"	"-1"	"pfam00999, Na_H_Exchanger, Sodium/hydrogen exchanger family.  Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family."	"Bacteria(0.53);Eukaryota(0.39);Archaea(0.09);"	"(1.00);"	"Brassicaceae(0.12);Merismopediaceae(0.09);Bacillaceae(0.07);Muridae(0.07);Hominidae(0.07);"	"Arabidopsis(0.12);Synechocystis(0.09);Homo(0.07);Bacillus(0.07);Rattus(0.05);"
"SRR10518895_119"	"1064"	"pfam00450"	"gnl|CDD|334084"	"2.31125e-104"	"3"	"1064"	"-1"	"pfam00450, Peptidase_S10, Serine carboxypeptidase.  "	"Eukaryota(1.00);"	"(1.00);"	"Brassicaceae(0.45);Rhabditidae(0.17);Poaceae(0.13);Aspergillaceae(0.04);Solanaceae(0.04);"	"Arabidopsis(0.45);Caenorhabditis(0.17);Hordeum(0.06);Aspergillus(0.04);Komagataella(0.04);"
"SRR10518895_12"	"2390"	"pfam01443"	"gnl|CDD|307550"	"3.81501e-47"	"1486"	"2073"	"-3"	"pfam01443, Viral_helicase1, Viral (Superfamily 1) RNA helicase.  Helicase activity for this family has been demonstrated and NTPase activity. This helicase has multiple roles at different stages of viral RNA replication, as dissected by mutational analysis."	"Viruses(1.00);"	"ssRNA viruses(0.99);unclassified viruses(0.01);"	"Alphaflexiviridae(0.36);Virgaviridae(0.24);Betaflexiviridae(0.15);Tymoviridae(0.10);Bromoviridae(0.07);"	"Potexvirus(0.26);Allexivirus(0.10);Carlavirus(0.08);Tymovirus(0.08);Tobamovirus(0.08);"
"SRR10518895_12"	"2390"	"pfam00286"	"gnl|CDD|278703"	"1.73057e-46"	"320"	"673"	"-2"	"pfam00286, Flexi_CP, Viral coat protein.  Family includes coat proteins from Potexviruses and carlaviruses."	"Viruses(1.00);"	"ssRNA viruses(1.00);"	"Alphaflexiviridae(0.62);Betaflexiviridae(0.38);"	"Botrexvirus(0.12);Carlavirus(0.12);Allexivirus(0.12);Potexvirus(0.12);Mandarivirus(0.12);"
"SRR10518895_12"	"2390"	"pfam01307"	"gnl|CDD|279627"	"4.05608e-21"	"1164"	"1469"	"-1"	"pfam01307, Plant_vir_prot, Plant viral movement protein.  This family includes several known plant viral movement proteins from a number of different ssRNA plant virus families including potexviruses, hordeiviruses and carlaviruses."	"Viruses(1.00);"	"ssRNA viruses(1.00);"	"Alphaflexiviridae(0.44);Virgaviridae(0.22);Betaflexiviridae(0.22);Benyviridae(0.11);"	"Carlavirus(0.11);Allexivirus(0.11);Lolavirus(0.11);Pomovirus(0.11);Potexvirus(0.11);"
"SRR10518895_120"	"1052"	"pfam02148"	"gnl|CDD|334829"	"2.22492e-24"	"375"	"563"	"-1"	"pfam02148, zf-UBP, Zn-finger in ubiquitin-hydrolases and other protein.  "	"Eukaryota(0.94);Bacteria(0.06);"	"(1.00);"	"Saccharomycetaceae(0.11);Debaryomycetaceae(0.11);Muridae(0.04);(0.04);Brassicaceae(0.04);"	"Mus(0.04);Dictyostelium(0.04);Nematostella(0.04);Arabidopsis(0.04);Anopheles(0.03);"
"SRR10518895_120"	"1052"	"pfam00443"	"gnl|CDD|334078"	"2.07757e-07"	"3"	"260"	"-1"	"pfam00443, UCH, Ubiquitin carboxyl-terminal hydrolase.  "	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.29);Rhabditidae(0.13);Brassicaceae(0.13);Schizosaccharomycetaceae(0.12);Hominidae(0.08);"	"Saccharomyces(0.27);Arabidopsis(0.13);Caenorhabditis(0.13);Schizosaccharomyces(0.12);Mus(0.06);"
"SRR10518895_122"	"1048"	"pfam01264"	"gnl|CDD|334461"	"0"	"44"	"1048"	"2"	"pfam01264, Chorismate_synt, Chorismate synthase.  "	"Bacteria(0.85);Archaea(0.08);Eukaryota(0.07);"	"(1.00);"	"(0.09);Clostridiaceae(0.05);Lachnospiraceae(0.04);Ruminococcaceae(0.02);Prevotellaceae(0.02);"	"(0.05);Clostridium(0.05);Prevotella(0.02);Eubacterium(0.02);Ruminococcus(0.01);"
"SRR10518895_124"	"1044"	"pfam07714"	"gnl|CDD|336778"	"8.94166e-38"	"8"	"445"	"-3"	"pfam07714, Pkinase_Tyr, Protein tyrosine kinase.  "	"Eukaryota(1.00);"	"(1.00);"	"Rhabditidae(0.22);Muridae(0.19);Hominidae(0.14);Drosophilidae(0.14);Phasianidae(0.07);"	"Caenorhabditis(0.22);Drosophila(0.14);Homo(0.14);Rattus(0.10);Mus(0.09);"
"SRR10518895_124"	"1044"	"pfam13855"	"gnl|CDD|338972"	"3.98116e-10"	"752"	"922"	"-3"	"pfam13855, LRR_8, Leucine rich repeat.  "	"Eukaryota(1.00);"	"(1.00);"	"Branchiostomidae(0.39);Drosophilidae(0.16);Culicidae(0.12);Tetraodontidae(0.06);Hominidae(0.06);"	"Branchiostoma(0.39);Drosophila(0.16);Culex(0.06);Homo(0.06);Tetraodon(0.06);"
"SRR10518895_125"	"1041"	"pfam00076"	"gnl|CDD|333819"	"6.22323e-13"	"229"	"423"	"-1"	"pfam00076, RRM_1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain).  The RRM motif is probably diagnostic of an RNA binding protein. RRMs are found in a variety of RNA binding proteins, including various hnRNP proteins, proteins implicated in regulation of alternative splicing, and protein components of snRNPs. The motif also appears in a few single stranded DNA binding proteins. The RRM structure consists of four strands and two helices arranged in an alpha/beta sandwich, with a third helix present during RNA binding in some cases The C-terminal beta strand (4th strand) and final helix are hard to align and have been omitted in the SEED alignment The LA proteins have an N terminal rrm which is included in the seed. There is a second region towards the C-terminus that has some features characteristic of a rrm but does not appear to have the important structural core of a rrm. The LA proteins are one of the main autoantigens in Systemic lupus erythematosus (SLE), an autoimmune disease."	"Eukaryota(1.00);"	"(1.00);"	"Saccharomycetaceae(0.39);Drosophilidae(0.31);Hominidae(0.10);Schizosaccharomycetaceae(0.06);Solanaceae(0.04);"	"Saccharomyces(0.39);Drosophila(0.31);Homo(0.10);Schizosaccharomyces(0.06);Solanum(0.04);"
